instnm,city,stabbr,zip,latitude,longitude,adm_rate,sat_mid_read,sat_mid_math,act_mid_cumulative,act_mid_english,act_mid_math,act_mid_writing,sat_avg,ug_enrol,nprice_pub_cat1,nprice_pub_cat2,nprice_pub_cat3,nprice_pub_cat4,nprice_pub_cat5,nprice_pvt_cat1,nprice_pvt_cat2,nprice_pvt_cat3,nprice_pvt_cat4,nprice_pvt_cat5,avg_cost_attendance,completion_rate,grad_debt_median,grad_debt_med_LY,grad_debt_med_MY,grad_debt_med_HY,female,married,avg_familyincome,median_householdincome,median_earn_aftr6yr,number_gradstudent,zipcode,own_sc_low,parent_sc_low,own_sc_high,parent_sc_high,merge1
University of San Diego,San Diego,CA,92110-2492,32.770816,-117.192073,0.587,NULL,NULL,NULL,NULL,NULL,9,NULL,5454,NULL,NULL,NULL,NULL,NULL,21951,22334,28214,32095,43907,70440,0.8048,23169,21800,20981,18500,0.5730088496,0.0309734513,102808.60546,79883.39,59002,3332,92110,1.85452,1.61085,1.90237,1.6364,matched (3)
University of San Francisco,San Francisco,CA,94117-1080,37.776618,-122.450477,0.703,615,620,27,28,26,9,1248,5810,NULL,NULL,NULL,NULL,NULL,32023,31994,36818,39638,49199,69987,0.715,23250,21250,19500,19000,0.6755368814,0.0350140056,84137.191877,82472.56,64896,4216,94117,1.89097,1.48228,1.90653,1.52257,matched (3)
University of Science and Arts of Oklahoma,Chickasha,OK,73018-5322,35.031392,-97.95641,0.3575,450,450,17,19,22,NULL,917,718,5678,6188,9083,12806,11472,NULL,NULL,NULL,NULL,NULL,18540,0.4107,20825,8313,12496,10800,0.7046979866,0.0872483221,47676.85906,46710.02,32288,NULL,73018,1.5169801,1.02494,1.62139,1.04617,matched (3)
University of Scranton,Scranton,PA,18510-4699,41.406556,-75.656915,0.7873,600,590,26,26,25,NULL,1200,3592,NULL,NULL,NULL,NULL,NULL,24326,23167,29844,32898,39833,62380,0.8154,27000,26047,25975,26000,0.5661129568,0.0073089701,123602.35349,73943.5,57562,1299,18510,1.78601,1.49737,1.87301,1.5951101,matched (3)
University of Sioux Falls,Sioux Falls,SD,57105-1699,43.531574,-96.738229,0.9229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1311,NULL,NULL,NULL,NULL,NULL,17442,18281,20992,21726,24181,30472,0.5756,23250,16000,16431,16000,0.6408544726,0.0801068091,75782.096128,57493.05,42369,274,57105,1.7599601,1.27932,1.80567,1.3202,matched (3)
University of South Alabama,Mobile,AL,36688-0002,30.696033,-88.178711,0.7303,557,530,24,24,22,7,1162,8787,12906,13717,17568,21445,21591,NULL,NULL,NULL,NULL,NULL,21694,0.4491,25000,18617,17500,15000,0.6229367631,0.0619506967,52728.845016,51919.71,36829,5174,36688,1.1823601,1.10579,1.46131,1.23987,matched (3)
University of South Carolina Aiken,Aiken,SC,29801,33.572704,-81.767612,0.5588,545,515,21,20,19,NULL,1062,2975,9593,10059,13658,15824,16500,NULL,NULL,NULL,NULL,NULL,20735,0.4108,24825,14250,15000,13000,0.6561004785,0.0693779904,53376.385766,53123.12,35715,660,29801,1.23953,1.05002,1.43365,1.18961,matched (3)
University of South Carolina Beaufort,Bluffton,SC,29909,32.303308,-80.973595,0.6694,525,500,20,19,19,NULL,1029,1898,14107,15095,17977,18937,20320,NULL,NULL,NULL,NULL,NULL,24235,0.3448,25000,16000,12500,12500,0.7092476489,0.0830721003,54487.59326,60345.78,35435,7,29909,1.19646,1.13146,1.31813,1.17905,matched (3)
University of South Carolina-Columbia,Columbia,SC,29208,33.996788,-81.026935,0.6835,625,615,28,28,26,NULL,1268,27053,12130,16404,20325,22517,24733,NULL,NULL,NULL,NULL,NULL,28602,0.7801,22303,18750,19000,19000,0.5560063937,0.0232386573,94373.020657,62188.24,45626,8199,29208,1.478,1.3329099,1.73085,1.51271,matched (3)
University of South Carolina-Upstate,Spartanburg,SC,29303-4999,34.996403,-81.970583,0.5954,505,490,19,18,18,NULL,1005,4999,12571,13885,16984,18599,19238,NULL,NULL,NULL,NULL,NULL,23660,0.4723,22169,15885,14750,14000,0.6846673095,0.0957891353,50067,54689.19,37542,519,29303,1.18068,.99234003,1.40997,1.14377,matched (3)
University of South Dakota,Vermillion,SD,57069-2390,42.786019,-96.925283,0.9095,560,563,23,22,23,NULL,1134,5684,15495,17294,19548,21009,21079,NULL,NULL,NULL,NULL,NULL,23016,0.5998,23500,14822,17123,17500,0.6341711957,0.0540081522,74909.430707,53799.09,40830,2356,57069,1.7159801,1.17699,1.8123,1.22141,matched (3)
University of South Florida,Tampa,FL,33620-9951,28.061458,-82.413232,0.4924,625,615,28,28,26,8,1256,37002,4176,5632,9669,14349,15524,NULL,NULL,NULL,NULL,NULL,21134,0.7366,18341,15500,15187,15750,0.605735746,0.0716285422,48536.836326,58397.57,43307,12044,33620,1.5003099,1.26371,1.6716501,1.33628,matched (3)
University of Southern California,Los Angeles,CA,90089,34.021281,-118.284169,0.1611,700,735,32,34,31,NULL,1441,19521,NULL,NULL,NULL,NULL,NULL,17287,17345,22826,32363,52917,77362,0.9167,18956,17750,17500,16500,0.5540647198,0.0157853197,80335.79216,76787.41,65748,26501,90089,1.77628,1.56787,1.89939,1.65652,matched (3)
University of Southern Indiana,Evansville,IN,47712,37.962374,-87.677214,0.9387,540,535,22,22,22,7,1089,6680,7815,10440,14486,17626,17776,NULL,NULL,NULL,NULL,NULL,20146,0.5306,20734,12500,12070,14250,0.6409277745,0.0393423371,63799.684087,57279.45,37717,1772,47712,1.49543,1.14426,1.6305799,1.19568,matched (3)
University of Southern Maine,Portland,ME,04103,43.662863,-70.274247,0.8793,539,520,23,21,22,NULL,1062,5018,8338,9167,12238,15604,16470,NULL,NULL,NULL,NULL,NULL,19582,0.3605,19060,13852,13109,12500,0.6078147612,0.0835745297,52565.591534,58065.5,37949,1924,4103,1.57332,1.14957,1.64784,1.17819,matched (3)
University of Southern Mississippi,Hattiesburg,MS,39406-0001,31.32661,-89.331236,0.9633,NULL,NULL,23,24,21,NULL,1135,11348,12382,12126,14959,18383,18602,NULL,NULL,NULL,NULL,NULL,24047,0.4975,22000,13290,13000,14000,0.6505441354,0.1031266195,41698.292969,46990.98,33869,3155,39406,1.22633,.91233999,1.5011801,1.08166,matched (3)
University of St Francis,Joliet,IL,60435-6188,41.532225,-88.096057,0.6009,535,540,24,23,22,NULL,1096,1581,NULL,NULL,NULL,NULL,NULL,13722,12679,16055,20825,20776,42819,0.5972,23025,18334,18729,18150,0.6448467967,0.0807799443,69402.396936,76865.85,50636,1902,60435,1.62669,1.2967401,1.78019,1.35788,matched (3)
University of St Thomas,Saint Paul,MN,55105-1078,44.943439,-93.188986,0.874,615,620,26,25,26,NULL,1249,6276,NULL,NULL,NULL,NULL,NULL,32436,27782,28771,30108,32282,57785,0.8023,24201,21250,19500,19500,0.4880410023,0.0227790433,118624.09966,76939.14,56089,3459,55105,1.77512,1.47063,1.86163,1.5197999,matched (3)
University of St Thomas,Houston,TX,77006-4696,29.736438,-95.393102,0.9609,NULL,NULL,NULL,NULL,NULL,8,NULL,2330,NULL,NULL,NULL,NULL,NULL,15500,17509,14365,22146,26501,42652,0.6592,20500,12500,15000,13000,0.7171052632,0.0805921053,51529.245066,71790.89,49585,1281,77006,,,,,matched (3)
University of Texas Health Science Center at Tyler,Tyler,TX,75708-3154,32.425963,-95.213526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,75708,,,,,master only (1)
University of Texas Southwestern Medical Center,Dallas,TX,75390-9096,32.812307,-96.841156,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.4297520661,PrivacySuppressed,5265.338843,74002.01,NULL,2299,75390,,,,,master only (1)
University of Toledo,Toledo,OH,43606-3390,41.660572,-83.614714,0.9468,545,553,23,22,23,7,1135,13205,13803,14550,17555,19328,20514,NULL,NULL,NULL,NULL,NULL,25118,0.5255,21852,14250,13500,14000,0.5252525253,0.044173074,61779.507161,60626.38,38002,3913,43606,1.24501,1.1318099,1.6244,1.2729,matched (3)
University of Tulsa,Tulsa,OK,74104-3189,36.152324,-95.945941,0.6922,595,610,27,28,27,NULL,1255,2905,NULL,NULL,NULL,NULL,NULL,19529,21226,21541,26042,29385,58637,0.7254,23250,12500,12500,16805,0.4942084942,0.0424710425,81662.272844,62928.78,46856,1031,74104,1.75027,1.47061,1.82458,1.53813,matched (3)
University of Utah,Salt Lake City,UT,84112-9008,40.762484,-111.846044,0.794,620,620,26,26,25,8,1236,23645,10431,11823,13842,15746,17289,NULL,NULL,NULL,NULL,NULL,20303,0.671,18750,13750,14500,12586,0.5055296857,0.1853899884,57205.346769,69474.52,47996,8438,84112,1.74121,1.51845,1.82054,1.60216,matched (3)
University of Valley Forge,Phoenixville,PA,19460-2373,40.117835,-75.5469,0.6303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,454,NULL,NULL,NULL,NULL,NULL,19889,18421,22081,24187,24444,36036,0.45,27000,21750,18680,20840,0.5540540541,0.0791505792,49516.237452,63922.06,30912,62,19460,1.7375799,1.33191,1.7844501,1.34392,matched (3)
University of Vermont,Burlington,VT,05405-0160,44.477325,-73.196646,0.7132,635,620,29,29,27,9,1276,10585,12022,13523,17585,22637,26502,NULL,NULL,NULL,NULL,NULL,34707,0.7591,21111,15268,18500,17186,0.6014972646,0.0118053556,112888.02591,74257.05,44057,2156,5405,1.78377,1.4888999,1.85288,1.53622,matched (3)
University of Virginia's College at Wise,Wise,VA,24293-4400,36.970602,-82.559656,0.8257,550,525,21,21,21,NULL,1073,1143,8418,8822,10310,12713,16589,NULL,NULL,NULL,NULL,NULL,22795,0.518,17900,12000,12000,11954,0.4957160343,0.0905752754,48661.474908,48782.99,34346,NULL,24293,,,,,master only (1)
University of Virginia-Main Campus,Charlottesville,VA,22903-2628,38.035665,-78.503428,0.2258,700,715,32,34,31,9,1426,17076,12476,10063,16019,22021,31495,NULL,NULL,NULL,NULL,NULL,34094,0.9401,18250,11000,15500,19000,0.5454545455,0.0185064935,100900.16851,79524.13,64712,8318,22903,1.81687,1.63121,1.87925,1.68326,matched (3)
University of Washington-Bothell Campus,Bothell,WA,98011-8246,47.759773,-122.191293,0.8793,565,590,24,23,23,7,1158,5618,6864,6966,9439,17656,22404,NULL,NULL,NULL,NULL,NULL,23189,0.6288,15000,12500,12041,13273,0.5746355424,0.0749485735,60177.928092,69752.4,55968,645,98011,,1.03976,,1.1368001,matched (3)
University of Washington-Seattle Campus,Seattle,WA,98195-4550,47.65538,-122.30514,0.5586,645,682,30,31,29,9,1341,31145,5194,6399,8393,16894,25264,NULL,NULL,NULL,NULL,NULL,26825,0.82,15000,12500,12041,13273,0.5746355424,0.0749485735,60177.928092,69752.4,55968,15905,98195,1.81977,1.3017,1.87499,1.43558,matched (3)
University of Washington-Tacoma Campus,Tacoma,WA,98402-3100,47.244594,-122.438541,0.8605,540,530,20,20,21,7,1068,4552,5854,5788,8147,15007,20078,NULL,NULL,NULL,NULL,NULL,21705,0.6034,15000,12500,12041,13273,0.5746355424,0.0749485735,60177.928092,69752.4,55968,797,98402,,,,,matched (3)
University of West Alabama,Livingston,AL,35470,32.588132,-88.186329,0.9313,NULL,NULL,20,19,20,NULL,1035,2247,14961,16062,18866,19596,17763,NULL,NULL,NULL,NULL,NULL,22645,0.4011,26000,13410,12000,12250,0.5577586207,0.0448275862,39866.202586,40238.44,34478,3486,35470,1.09048,.79418999,1.34566,.92988998,matched (3)
University of West Georgia,Carrollton,GA,30118-0001,33.573621,-85.097762,0.7762,530,465,20,19,19,NULL,1012,9444,14228,15054,18026,19424,20069,NULL,NULL,NULL,NULL,NULL,23684,0.4435,24026,14343,14087,13500,0.6435541859,0.0496490327,52120.809622,66454.08,37263,3088,30118,1.3564,1.18213,1.56576,1.32234,matched (3)
University of Western States,Portland,OR,97213,45.5365193,-122.580586,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5833333333,0.196969697,20683.818182,62894.03,32138,1154,97213,,,,,master only (1)
University of Wisconsin-Eau Claire,Eau Claire,WI,54701,44.798284,-91.501906,0.8436,NULL,NULL,24,23,23,8,1170,10093,9547,10658,14737,18816,19798,NULL,NULL,NULL,NULL,NULL,20174,0.646,21500,12000,14009,15500,0.644375324,0.0217729393,85809.884655,64551.11,44650,707,54701,1.7729501,1.26195,1.8207099,1.29927,matched (3)
University of Wisconsin-Green Bay,Green Bay,WI,54311-7001,44.532298,-87.919973,0.8982,NULL,NULL,21,20,21,7,1085,6657,8258,9445,13258,16382,16985,NULL,NULL,NULL,NULL,NULL,17509,0.5661,18750,11000,11335,12000,0.6803966438,0.1178489703,61967.310069,63413.11,40672,456,54311,1.65248,1.10587,1.76509,1.14367,matched (3)
University of Wisconsin-La Crosse,La Crosse,WI,54601-9959,43.81568,-91.23186,0.7515,NULL,NULL,24,24,24,8,1185,9375,7517,10075,13198,16472,17059,NULL,NULL,NULL,NULL,NULL,17514,0.7093,22297,15191,16802,18598,0.5774361949,0.0118909513,89257.401682,64374,44674,969,54601,1.76097,1.27873,1.83515,1.31406,matched (3)
University of Wisconsin-Madison,Madison,WI,53706-1380,43.075409,-89.404098,0.5725,650,710,30,29,29,9,1364,31651,3981,4788,10364,22377,25436,NULL,NULL,NULL,NULL,NULL,26393,0.8835,20500,14000,16850,19422,0.5311327832,0.0123030758,106025.07082,71185.17,55313,11952,53706,1.77573,1.41695,1.8680201,1.50495,matched (3)
University of Wisconsin-Milwaukee,Milwaukee,WI,53211,43.076848,-87.880488,0.7869,NULL,NULL,22,21,21,7,1105,18910,11973,13351,17606,20785,21499,NULL,NULL,NULL,NULL,NULL,21984,0.4564,23948,17500,15899,14265,0.56415828,0.0544373285,65616.189616,65921.14,41703,4509,53211,1.48541,1.1851701,1.76888,1.2933199,matched (3)
University of Wisconsin-Milwaukee Flex,Milwaukee,WI,53201,43.076848,-87.880488,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,590,NULL,NULL,15447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23560,NULL,23948,17500,15899,14265,NULL,NULL,NULL,NULL,41703,NULL,53201,,,,,master only (1)
University of Wisconsin-Oshkosh,Oshkosh,WI,54901,44.026206,-88.549369,0.7858,NULL,NULL,22,20,21,NULL,1105,9147,9499,10457,14157,17169,18003,NULL,NULL,NULL,NULL,NULL,18125,0.5551,22068,12703,15003,13865,0.6097161572,0.0488537118,72175.865993,64650.08,43295,1246,54901,1.69438,1.17044,1.79046,1.2177401,matched (3)
University of Wisconsin-Parkside,Kenosha,WI,53144,42.647718,-87.855231,0.6631,NULL,NULL,20,20,20,7,1050,3612,6741,8022,12061,15198,15945,NULL,NULL,NULL,NULL,NULL,16320,0.3865,21375,14193,13000,12500,0.5664477009,0.0535624053,57967.255685,64274.59,38442,661,53144,1.44945,1.16052,1.6507601,1.24386,matched (3)
University of Wisconsin-Parkside Flex,Kenosha,WI,53141,42.645603,-87.855007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21375,14193,13000,12500,NULL,NULL,NULL,NULL,38442,NULL,53141,,,,,master only (1)
University of Wisconsin-Platteville,Platteville,WI,53818-3099,42.733451,-90.48622,0.8148,NULL,NULL,23,22,24,NULL,1150,6757,8887,10334,13699,17029,17555,NULL,NULL,NULL,NULL,NULL,18670,0.5618,21986,13062,15793,17000,0.3766723842,0.0284734134,76761.972213,61602.16,47069,655,53818,1.6481301,1.10601,1.7416,1.15231,matched (3)
University of Wisconsin-River Falls,River Falls,WI,54022-5001,44.8534,-92.622641,0.7685,NULL,NULL,22,21,22,7,1120,5238,8438,9478,14528,16739,16996,NULL,NULL,NULL,NULL,NULL,17971,0.5832,20500,13428,15000,14872,0.6388333999,0.0367558929,77176.540152,69159.98,41381,434,54022,1.72894,1.18793,1.7968,1.22201,matched (3)
University of Wisconsin-Stevens Point,Stevens Point,WI,54481-3897,44.529582,-89.570934,0.8654,NULL,NULL,22,21,21,7,1105,7258,7903,9052,13560,16503,17225,NULL,NULL,NULL,NULL,NULL,18217,0.5886,22140,14861,15898,16000,0.5432506887,0.0308539945,69879.935262,62211.59,40037,604,54481,1.62309,1.11367,1.73912,1.15964,matched (3)
University of Wisconsin-Stout,Menomonie,WI,54751,44.873187,-91.926653,0.901,NULL,NULL,23,21,22,NULL,1135,6788,10074,10958,15247,18293,18753,NULL,NULL,NULL,NULL,NULL,19704,0.6001,23825,16266,17360,17500,0.475708502,0.0601503759,77655.612782,65020.23,46343,1081,54751,1.7121201,1.21577,1.80611,1.25577,matched (3)
University of Wisconsin-Superior,Superior,WI,54880-4500,46.717629,-92.091007,0.8613,NULL,NULL,21,20,20,7,1085,2040,9360,10068,12668,16631,18085,NULL,NULL,NULL,NULL,NULL,18731,0.4325,23750,13377,15500,14125,0.6422764228,0.1382113821,59843.616079,53835.5,38090,395,54880,1.56583,1.01441,1.6878901,1.06344,matched (3)
University of Wisconsin-Whitewater,Whitewater,WI,53190-1790,42.835563,-88.742368,0.7992,NULL,NULL,22,20,21,7,1105,9900,8143,10390,14226,17253,17815,NULL,NULL,NULL,NULL,NULL,18252,0.6198,23223,15236,17811,18750,0.5143684562,0.0305190466,78968.780575,67955.05,43126,1566,53190,1.6830699,1.24392,1.79233,1.31567,matched (3)
University of Wyoming,Laramie,WY,82071,41.311773,-105.57931,0.9423,570,570,25,24,24,NULL,1185,9140,6905,6776,9394,15178,15858,NULL,NULL,NULL,NULL,NULL,20258,0.5916,18318,12500,12095,11000,0.5437196391,0.0957668286,69591.5,56061.18,43335,2487,82071,1.65334,1.37747,1.75694,1.41215,matched (3)
University of the Cumberlands,Williamsburg,KY,40769,36.737048,-84.161646,0.8144,515,520,22,21,20,NULL,1095,4014,NULL,NULL,NULL,NULL,NULL,11477,11939,13547,16147,17694,23624,0.4005,15540,7823,9875,9500,0.5649847095,0.2025993884,50317.126147,44968.88,33995,14599,40769,,,,,master only (1)
University of the District of Columbia,Washington,DC,20008,38.943819,-77.066247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3297,15313,14455,19049,22091,16288,NULL,NULL,NULL,NULL,NULL,22638,0.2284,25000,13253,11500,10991,0.6024464832,0.0685015291,25948.930275,51576.54,32237,340,20008,.87726998,.67111999,1.05813,.69191998,matched (3)
University of the District of Columbia-David A Clarke School of Law,Washington,DC,20008,38.94621,-77.065221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25000,13253,11500,10991,0.6024464832,0.0685015291,25948.930275,51576.54,32237,221,20008,,,,,master only (1)
University of the Incarnate Word,San Antonio,TX,78209,29.46708,-98.46583,0.9656,530,515,20,20,20,NULL,1046,4856,NULL,NULL,NULL,NULL,NULL,21298,21239,23172,25018,26610,45532,0.5631,27000,22623,22291,19000,0.6407207207,0.2172972973,50920.114955,59715.43,41558,2836,78209,1.577,1.32854,1.70445,1.34753,matched (3)
University of the Ozarks,Clarksville,AR,72830,35.476278,-93.467221,0.559,540,550,21,21,20,NULL,1070,831,NULL,NULL,NULL,NULL,NULL,11215,11825,15323,15866,20237,34832,0.4737,20300,5500,9476,11548,0.4859550562,PrivacySuppressed,52938.05618,51329.59,32401,NULL,72830,1.38241,1.04637,1.44543,1.08293,matched (3)
University of the Pacific,Stockton,CA,95211-0197,37.981424,-121.312301,0.7075,600,610,26,26,25,NULL,1221,3493,NULL,NULL,NULL,NULL,NULL,22792,23162,25543,29823,39420,64784,0.701,19500,19500,17043,15245,0.5901386749,0.0246533128,67087.360555,72621.06,58630,2739,95211,1.77534,1.4267,1.8567899,1.51279,matched (3)
University of the People,Pasadena,CA,91101,34.146167,-118.138047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9614,91101,,,,,master only (1)
University of the Sciences,Philadelphia,PA,19104-4495,39.946412,-75.207001,0.714,605,610,26,25,25,NULL,1218,1393,NULL,NULL,NULL,NULL,NULL,23593,27539,29384,33577,35166,43968,0.8056,27000,26984,27000,26465,0.6235294118,PrivacySuppressed,89882.464706,72732.06,77779,914,19104,1.83199,1.4535201,1.87629,1.48464,matched (3)
University of the Southwest,Hobbs,NM,88240,32.775496,-103.186948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,NULL,NULL,NULL,NULL,NULL,17556,14689,15640,20937,15310,27310,0.2553,23000,17875,17015,12265,0.4774011299,0.0988700565,48745.138418,45234.87,34884,534,88240,,,,,matched (3)
University of the Virgin Islands,Charlotte Amalie,VI,00802-9990,18.344193,-64.972866,0.9969,480,437,16,17,16,7,914,1523,8982,9864,11460,12435,13035,NULL,NULL,NULL,NULL,NULL,16381,0.3014,16500,10000,10680,8634,0.6825208086,0.0237812128,31398.638526,59543.61,28050,251,802,1.26366,,1.35058,,matched (3)
University of the West,Rosemead,CA,91770,34.045985,-118.082964,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,NULL,NULL,NULL,NULL,NULL,8680,10122,NULL,NULL,NULL,24236,0.2759,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5769230769,PrivacySuppressed,27509.730769,NULL,NULL,124,91770,,,,,master only (1)
Upper Iowa University,Fayette,IA,52142-1857,42.838283,-91.799543,0.653,484,469,21,19,25,NULL,1035,2934,NULL,NULL,NULL,NULL,NULL,25363,20104,22508,24642,24627,45237,0.2706,24972,17705,17000,15519,0.6772853186,0.2894736842,43753.984072,57565.93,43333,533,52142,,,,,master only (1)
Upper Valley Educators Institute,Lebanon,NH,03766-1358,43.637595,-72.230822,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6111111111,0.3888888889,44341.666667,65297.87,NULL,36,3766,,,,,master only (1)
Upstate Medical University,Syracuse,NY,13210,43.041819,-76.140009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,15661,15000,14973,0.7307692308,0.1769230769,49746.976923,56534.38,75980,1323,13210,,,,,master only (1)
Urshan College,Wentzville,MO,63385,38.808034,-90.830252,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,361,NULL,NULL,NULL,NULL,NULL,6787,6849,8790,NULL,NULL,11054,0.1176,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,63385,,,,,master only (1)
Urshan Graduate School of Theology,Wentzville,MO,63385,38.808034,-90.830252,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,103,63385,,,,,master only (1)
Ursinus College,Collegeville,PA,19426-1000,40.193023,-75.456505,0.8044,625,615,28,28,26,NULL,1253,1485,NULL,NULL,NULL,NULL,NULL,23145,27127,28371,29101,33333,69604,0.7379,27000,27000,26873,26309,0.5327868852,PrivacySuppressed,114933.95902,77658.55,46527,NULL,19426,1.8004,1.54369,1.83843,1.5791399,matched (3)
Ursuline College,Pepper Pike,OH,44124,41.497035,-81.465118,0.8079,515,515,21,20,20,8,1067,639,NULL,NULL,NULL,NULL,NULL,13457,14491,14015,19816,19499,44600,0.3587,25000,21801,19500,20000,0.936,0.0746666667,54601.997333,60856.87,48546,426,44124,1.47021,,1.64353,,matched (3)
Uta Mesivta of Kiryas Joel,Monroe,NY,10950,41.333864,-74.161179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2268,NULL,NULL,NULL,NULL,NULL,11250,11321,12217,13999,NULL,20447,0.7867,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1524926686,22235.22434,57817.11,21139,NULL,10950,,,,,master only (1)
Utah State University,Logan,UT,84322-1400,41.740748,-111.81391,0.9104,605,595,25,25,24,NULL,1217,21087,9148,9821,13553,16801,17905,NULL,NULL,NULL,NULL,NULL,19886,0.4983,14429,9500,9643,8750,0.5495908753,0.216712125,55518.884205,60534.36,38826,3044,84322,1.61937,1.5071501,1.7248501,1.56839,matched (3)
